plus.created,victim.state,victim.industry.name
2016-01-18T09:14:00Z,CA,Information
2013-10-03T18:50:00Z,NJ,Information
2014-06-13T21:14:00Z,VA,Information
2019-09-03T19:18:14.449Z,US-CA,Information
2014-03-31T15:55:00Z,NY,Information
2017-01-27T19:50:00Z,CA,Information
2013-09-12T15:37:00Z,KS,Information
2019-12-13T02:08:26.405Z,AU-NSW,Information
2021-02-22T08:47:32.530Z,CA,Information
2016-08-15T22:37:00Z,CA,Information
2014-08-12T15:32:00Z,GA,Information
2013-02-13T17:53:34Z,VA,Information
2016-07-06T15:14:00Z,CA,Information
2013-09-01T22:47:00Z,CA,Information
2017-10-26T19:09:13.533Z,NY,Information
2014-07-18T22:15:00Z,FL,Information
2021-09-29T17:17:00.567Z,AL,Information
2014-03-07T16:46:00Z,VA,Information
2016-09-20T13:19:00Z,NY,Information
2013-09-10T20:13:32Z,CA,Information
2014-07-11T22:02:00Z,CA,Information
2013-02-22T17:18:53Z,CA,Information
2020-10-05T18:20:37.079Z,MN,Information
2013-09-10T20:13:32Z,CO,Information
2014-01-31T19:50:00Z,VA,Information
2013-09-10T20:13:32Z,CA,Information
2018-02-03T02:43:43.690Z,UT,Information
2014-02-15T18:43:50Z,NY,Information
2014-08-24T04:32:00Z,WA,Information
2019-09-17T19:33:13.494Z,IT-MI,Information
2014-12-01T13:47:43Z,CA,Information
2013-06-28T19:36:43Z,MA,Information
2017-10-24T06:27:54.798Z,MN,Information
2014-02-19T18:51:00Z,CA,Information
2013-09-10T20:13:32Z,NY,Information
2021-10-25T17:59:39.998Z,CA,Information
2016-09-07T16:22:00Z,NC,Information
2013-03-14T14:19:49Z,OR,Information
2014-07-12T19:19:29Z,CA,Information
2016-02-07T00:34:00Z,FL,Information
2019-02-05T08:41:47.836Z,CA,Information
2013-09-10T20:13:32Z,NJ,Information
2013-02-09T05:38:43Z,MO,Information
2022-02-21T11:44:41.850Z,FL,Information
2013-09-10T20:13:32Z,FL,Information
2014-06-13T22:57:00Z,CA,Information
2013-02-21T05:24:52Z,CA,Information
2014-10-30T18:01:00Z,CA,Information
2023-11-18T01:42:54.036Z,CA,Information
2013-02-22T17:03:38Z,CA,Information
2019-09-05T19:52:25.359Z,US-WI,Information
2021-10-05T18:49:04.162Z,WA,Information
2014-08-12T16:49:52Z,CA,Information
2014-09-15T17:48:00Z,CA,Information
2013-09-10T20:13:32Z,OR,Information
2021-02-22T11:38:39.512Z,CA,Information
2014-05-18T22:28:00Z,CA,Information
2014-07-12T19:19:29Z,CA,Information
2016-02-05T00:49:00Z,FL,Information
2022-07-28T18:21:53.802Z,UT,Information
2019-01-10T02:13:13.721Z,TX,Information
2013-10-01T14:57:00Z,CA,Information
2022-02-15T02:19:27.275Z,MN,Information
2013-03-28T16:05:41Z,NY,Information
2020-11-12T04:07:04.393Z,US-TX,Information
2014-02-14T18:40:40Z,NY,Information
2014-03-28T03:07:00Z,NY,Information
2013-06-10T12:04:22Z,CA,Information
2021-02-22T07:10:06.840Z,PA,Information
2014-06-13T02:50:00Z,CA,Information
2016-12-07T20:55:00Z,NY,Information
2013-10-19T15:42:00Z,WA,Information
2019-11-05T19:00:20.664Z,SG-05,Information
2013-02-13T02:47:58Z,VA,Information
2019-08-01T23:35:02.031Z,OR,Information
2013-09-03T16:45:00Z,CA,Information
2013-09-18T01:51:00Z,NH,Information
2021-09-20T18:45:12.267Z,CA,Information
2013-02-10T04:56:34Z,WA,Information
2020-11-23T21:14:05.570Z,NC,Information
2014-06-09T15:18:00Z,HI,Information
2018-02-05T13:50:02.537Z,CA,Information
2014-05-16T16:25:00Z,OR,Information
2016-09-27T13:57:00Z,CA,Information
2013-10-23T19:08:00Z,CA,Information
2019-10-07T23:31:37.809Z,IE-D,Information
2013-09-10T17:56:00Z,CA,Information
2016-07-19T13:03:00Z,PA,Information
2017-11-09T20:27:24.851Z,CA,Information
2014-06-16T12:49:00Z,CA,Information
