plus.created,victim.state,victim.industry.name
2014-11-24T16:59:31Z,OR,Public
2014-05-29T20:01:01Z,OH,Public
2014-03-24T03:54:00Z,CA,Public
2016-02-10T07:07:18Z,AZ,Public
2013-08-25T21:47:39Z,MD,Public
2013-06-29T04:58:21Z,DC,Public
2014-05-29T20:01:01Z,OH,Public
2014-07-30T19:04:08Z,VA,Public
2014-02-21T04:07:15Z,NV,Public
2014-07-30T19:04:07Z,MO,Public
2013-02-12T19:39:17Z,UT,Public
2014-07-11T14:17:00Z,WI,Public
2014-05-29T20:01:01Z,IL,Public
2016-02-10T07:07:18Z,NY,Public
2014-02-21T04:07:15Z,IA,Public
2014-05-29T20:01:01Z,FL,Public
2014-07-30T19:04:07Z,AR,Public
2014-05-29T20:01:01Z,TN,Public
2013-02-19T01:15:43Z,CT,Public
2021-11-09T01:40:02.450Z,MN,Public
2013-04-12T22:29:56Z,OH,Public
2016-02-02T18:35:00Z,WV,Public
2015-03-03T03:58:44Z,GA,Public
2014-07-30T19:04:07Z,IA,Public
2014-02-21T04:07:15Z,CA,Public
2013-12-11T20:13:34Z,MD,Public
2016-02-10T07:07:18Z,KY,Public
2016-07-03T04:32:00Z,AL,Public
2014-02-21T04:07:15Z,WY,Public
2014-02-21T04:07:15Z,OR,Public
2014-05-02T23:23:00Z,IA,Public
2014-07-30T19:04:08Z,TX,Public
2014-07-30T19:04:07Z,IA,Public
2014-08-18T20:42:00Z,CA,Public
2015-07-24T21:36:28Z,GA,Public
2014-07-30T19:04:07Z,IL,Public
2018-08-27T20:48:55.742Z,IL,Public
2014-07-30T19:04:07Z,NY,Public
2016-02-10T07:07:18Z,MD,Public
2014-02-21T04:07:15Z,PA,Public
2016-02-05T14:02:00Z,NY,Public
2014-07-30T19:04:07Z,TX,Public
2016-10-28T16:52:00Z,MA,Public
2014-05-29T20:01:01Z,VA,Public
2014-07-30T19:04:07Z,OK,Public
2014-07-30T19:04:07Z,AR,Public
2014-07-30T19:04:08Z,PA,Public
2018-08-06T22:32:59.691Z,PA,Public
2013-02-23T04:03:00Z,DC,Public
2016-02-02T22:53:00Z,NC,Public
2013-02-12T16:11:23Z,GA,Public
2018-08-16T23:31:28.759Z,WA,Public
2016-02-02T20:37:00Z,FL,Public
2013-12-11T20:13:34Z,SC,Public
2013-09-29T20:07:00Z,KY,Public
2013-09-16T18:36:00Z,IA,Public
2013-03-11T18:50:49Z,IA,Public
2016-07-03T04:45:00Z,AL,Public
2014-07-30T19:04:08Z,MO,Public
2013-04-29T21:29:07Z,AK,Public
2014-07-30T19:04:08Z,TX,Public
2014-02-21T04:07:15Z,OR,Public
2014-05-29T20:01:01Z,AR,Public
2014-05-29T20:01:01Z,OH,Public
2014-02-21T04:07:15Z,SC,Public
2016-07-06T15:32:00Z,NY,Public
2013-12-11T20:13:34Z,MA,Public
2016-11-01T16:39:00Z,LA,Public
2014-07-30T19:04:07Z,KS,Public
